position,person,personID,start,end,gender,DOB,DOD,image,enwiki
member of the Chamber of Representatives of Belgium,Georges Dallemagne,Q3102539,2019-06-20,,male,1958-01-17,,Georges Dallemagne 20171109.jpg,Georges Dallemagne
member of the Chamber of Representatives of Belgium,Hugues Bayet,Q3142509,2019-06-20,,male,1975-04-12,,Hugues Bayet.JPG,Hugues Bayet
member of the Chamber of Representatives of Belgium,Joris Vandenbroucke,Q3183927,2019-06-20,,male,1976-12-07,,Joris Vandenbroucke Studio Vlaams Parlement.png,
member of the Chamber of Representatives of Belgium,Karine Jiroflée,Q3193290,2019-06-20,,female,1962-05-19,,Karin Jiroflée.jpg,
member of the Chamber of Representatives of Belgium,Leen Dierick,Q3228978,2019-06-20,,female,1978-05-02,,Leen Dierick 20171109.jpg,
member of the Chamber of Representatives of Belgium,Marie-Christine Marghem,Q3291646,2019-06-20,,female,1963-05-22,,Marie-Christine Marghem.jpg,Marie-Christine Marghem
member of the Chamber of Representatives of Belgium,Marijke Dillen,Q3293055,2019-06-20,,female,1960-12-11,,,Marijke Dillen
member of the Chamber of Representatives of Belgium,Maxime Prévot,Q3302670,2019-06-20,,male,1978-04-09,,Maxime Prévot.jpg,Maxime Prévot
member of the Chamber of Representatives of Belgium,Nahima Lanjri,Q3335143,2019-06-20,,female,1968-02-17,,Nahima-lanjri-1337435663.jpg,Nahima Lanjri
member of the Chamber of Representatives of Belgium,Nathalie Gilson,Q3336592,2019-06-20,,female,1965-01-08,,,
member of the Chamber of Representatives of Belgium,Philippe Goffin,Q3379933,2019-06-20,,male,1967-04-01,,Philippe Goffin.jpg,Philippe Goffin
member of the Chamber of Representatives of Belgium,Philippe Pivin,Q3380542,2019-06-20,,male,1954-08-04,,,
member of the Chamber of Representatives of Belgium,Sophie De Wit,Q3490906,2019-06-20,,female,1973-08-28,,,Sophie De Wit
member of the Chamber of Representatives of Belgium,Vanessa Matz,Q3554546,2019-06-20,,female,1973-08-12,,,Vanessa Matz
member of the Chamber of Representatives of Belgium,Özlem Özen,Q3593705,2019-06-20,,female,1978-10-04,,"Özlem Özen, jeune femme politique.jpg",
member of the Chamber of Representatives of Belgium,Jan Briers,Q4343491,2019-06-20,,male,1953-10-30,,Jan Briers.jpg,
member of the Chamber of Representatives of Belgium,Christian Leysen,Q5109850,2019-06-20,,male,1954,,,Christian Leysen
member of the Chamber of Representatives of Belgium,André Flahaut,Q518520,2019-06-20,,male,1955-08-18,,Flahaut 010618-D-2987S-093 screen.jpg,André Flahaut
member of the Chamber of Representatives of Belgium,Nathalie Muylle,Q524806,2019-06-20,,female,1969-02-08,,Nathalie muylle-1614760934.jpg,
member of the Chamber of Representatives of Belgium,Ahmed Laaouej,Q568259,2019-06-20,,male,1969-12-08,,LaaouejWiki.jpg,Ahmed Laaouej
member of the Chamber of Representatives of Belgium,Dries Van Langenhove,Q60522578,2019-06-20,,male,1993-05-11,,Dries vanlangenhove-1554558440.jpg,Dries Van Langenhove
member of the Chamber of Representatives of Belgium,Kathleen Verhelst,Q63845242,2019-06-20,,female,1969,,,
member of the Chamber of Representatives of Belgium,Sophie Rohonyi,Q64080264,2019-06-20,,female,1987-05-07,,,
member of the Chamber of Representatives of Belgium,Frieda Gijbels,Q64137709,2019-06-20,,female,1975-02-18,,Frieda Gijbels (V-Dag Ecorealisme).jpg,Frieda Gijbels
member of the Chamber of Representatives of Belgium,Katrien Houtmeyers,Q64138473,2019-06-20,,female,1981,,,Katrien Houtmeyers
member of the Chamber of Representatives of Belgium,Julie Chanson,Q64140045,2019-06-20,,female,1990-10-02,,,
member of the Chamber of Representatives of Belgium,Samuel Cogolati,Q64140271,2019-06-20,,male,1989-03-12,,,
member of the Chamber of Representatives of Belgium,Simon Moutquin,Q64140417,2019-06-20,,male,1987-09-03,,Simon moutquin.jpg,
member of the Chamber of Representatives of Belgium,Albert Vicaire,Q64140474,2019-06-20,,male,1957-10-23,,,
member of the Chamber of Representatives of Belgium,Marie-Colline Leroy,Q64140507,2019-06-20,,female,1984,,,
member of the Chamber of Representatives of Belgium,Séverine de Laveleye,Q64140542,2019-06-20,,female,1976-11-09,,,
member of the Chamber of Representatives of Belgium,Caroline Taquin,Q64157225,2019-06-20,,female,1977-01-05,,Caroline TAQUIN.jpg,
member of the Chamber of Representatives of Belgium,Kathleen Depoorter,Q64210661,2019-06-20,,female,1971-09-05,,,Kathleen Depoorter
member of the Chamber of Representatives of Belgium,Yngvild Ingels,Q64210667,2019-06-20,,female,1979,,,Yngvild Ingels
member of the Chamber of Representatives of Belgium,Tomas Roggeman,Q64210672,2019-06-20,,male,1986-10-30,,,Tomas Roggeman
member of the Chamber of Representatives of Belgium,Steven De Vuyst,Q64210679,2019-06-20,,male,1987-04,,,
member of the Chamber of Representatives of Belgium,Nawal Farih,Q64210712,2019-06-20,,female,1988-05-19,,,
member of the Chamber of Representatives of Belgium,Dieter Van Besien,Q64222331,2019-06-20,,male,1969-03-19,,,
member of the Chamber of Representatives of Belgium,Nabil Boukili,Q64490217,2019-06-20,,male,1985-01-20,,,
member of the Chamber of Representatives of Belgium,Laurence Zanchetta,Q64531877,2019-06-20,,female,1972-08-01,,,
member of the Chamber of Representatives of Belgium,Anja Vanrobaeys,Q64667306,2019-06-20,,female,1968-11-19,,"Anja Vanrobaeys, Aalst May Day 2022.jpg",
member of the Chamber of Representatives of Belgium,Thierry Warmoes,Q64686909,2019-06-20,,male,1964-07-06,,,
member of the Chamber of Representatives of Belgium,Sofie Merckx,Q64686920,2019-06-20,,female,1974-11-14,,,
member of the Chamber of Representatives of Belgium,Greet Daems,Q64686925,2019-06-20,,female,1980-09-11,,"Greet Daems, Back to the Climate 2021.jpg",
member of the Chamber of Representatives of Belgium,Maria Vindevoghel,Q64688251,2019-06-20,,female,1957-10-11,,,Maria Vindevoghel
member of the Chamber of Representatives of Belgium,Nadia Moscufo,Q64688325,2019-06-20,,female,1963-12-16,,,
member of the Chamber of Representatives of Belgium,Roberto d'Amico,Q64688410,2019-06-20,,male,1967-05-07,,,
member of the Chamber of Representatives of Belgium,Jessika Soors,Q64876436,2019-06-20,2020-10-29,female,1988-03-17,,,
member of the Chamber of Representatives of Belgium,Marc Goblet,Q65125673,2019-06-20,2021-06-16,male,1957-06-06,2021-06-16,,
member of the Chamber of Representatives of Belgium,Marianne Verhaert,Q65150109,2019-06-20,,female,1984-04-25,,,
member of the Chamber of Representatives of Belgium,Melissa Depraetere,Q65177149,2019-06-20,,female,1992-05-12,,Melissa Depraetere.jpg,
member of the Chamber of Representatives of Belgium,Katleen Bury,Q65269549,2019-06-20,,female,1983-10-14,,,Katleen Bury
member of the Chamber of Representatives of Belgium,Steven Creyelman,Q65269827,2019-06-20,,male,1972-10-25,,,Steven Creyelman
member of the Chamber of Representatives of Belgium,Pieter De Spiegeleer,Q65270026,2019-06-20,,male,1981-10-02,,,Pieter De Spiegeleer
member of the Chamber of Representatives of Belgium,Nathalie Dewulf,Q65270259,2019-06-20,,female,1974-02-03,,,Nathalie Dewulf
member of the Chamber of Representatives of Belgium,Erik Gilissen,Q65270445,2019-06-20,,male,1968-09-19,,,Erik Gilissen
member of the Chamber of Representatives of Belgium,Kurt Ravyts,Q65270643,2019-06-20,,male,1968-04-24,,,Kurt Ravyts
member of the Chamber of Representatives of Belgium,Ellen Samyn,Q65270846,2019-06-20,,female,1980-09-23,,,Ellen Samyn
member of the Chamber of Representatives of Belgium,Dominiek Spinnewyn-Sneppe,Q65271029,2019-06-20,,female,1973-09-12,,,Dominiek Spinnewyn-Sneppe
member of the Chamber of Representatives of Belgium,Frank Troosters,Q65271176,2019-06-20,,male,1970-11-08,,,Frank Troosters
member of the Chamber of Representatives of Belgium,Reccino Van Lommel,Q65271257,2019-06-20,,male,1986-05-30,,,Reccino Van Lommel
member of the Chamber of Representatives of Belgium,Wouter Vermeersch,Q65271335,2019-06-20,,male,1984-11-08,,,Wouter Vermeersch
member of the Chamber of Representatives of Belgium,Malik Ben Achour,Q65282530,2019-06-20,,male,1979-01-31,,,
member of the Chamber of Representatives of Belgium,Sophie Thémont,Q65282711,2019-06-20,,female,1973-05-03,,,
member of the Chamber of Representatives of Belgium,Mélissa Hanus,Q65282815,2019-06-20,,female,1992-10-08,,Mélissa Hanus.jpg,
member of the Chamber of Representatives of Belgium,Kim Buyst,Q65282882,2019-06-20,,female,1976,,,
member of the Chamber of Representatives of Belgium,Barbara Creemers,Q65282941,2019-06-20,,female,1981-05-10,,,
member of the Chamber of Representatives of Belgium,Kris Verduyckt,Q65283145,2019-06-20,,male,1977,,Kris verduyckt-1574351152.jpg,
member of the Chamber of Representatives of Belgium,Philippe Tison,Q68012690,2019-06-20,,male,1961-11-24,,,
member of the Chamber of Representatives of Belgium,Laurence Hennuy,Q69745260,2019-06-20,,female,1970-09-29,,,
member of the Chamber of Representatives of Belgium,Kattrin Jadin,Q733266,2019-06-20,,female,1980-07-01,,15 03 02 CONSEIL BORSUS BACQUELAINE BOUCHEZ 195.jpg,Kattrin Jadin
member of the Chamber of Representatives of Belgium,Ben Segers,Q79413813,2019-06-20,,male,1982-09-11,,,
member of the Chamber of Representatives of Belgium,Jean-Marie Dedecker,Q981442,2019-06-20,,male,1952-06-13,,LDD - Jean-Marie Dedecker (1).jpg,Jean-Marie Dedecker
member of the Chamber of Representatives of Belgium,Khalil Aouasti,Q68012551,2019-09,,male,1986-12-21,,,
member of the Chamber of Representatives of Belgium,Hervé Rigot,Q68012836,2019-09-19,,male,1974-03-12,,Hervé Rigot au pupitre de la Chambre.jpg,
member of the Chamber of Representatives of Belgium,Joy Donné,Q61653971,2019-10-03,2022-06-30,male,1974-08-14,,,Joy Donné
member of the Chamber of Representatives of Belgium,Steven Matheï,Q71255532,2019-10-17,,male,1977-05-26,,,
member of the Chamber of Representatives of Belgium,Sammy Mahdi,Q75807853,2020-03-17,,male,1988-09-21,,Staatssecretaris voor Asiel en Migratie Sammy Mahdi (cropped).jpg,Sammy Mahdi
member of the Chamber of Representatives of Belgium,Mathieu Bihet,Q91117655,2020-03-17,,male,1991-07-07,,,
member of the Chamber of Representatives of Belgium,Christophe Bombled,Q91117681,2020-03-17,,male,1973,,,
member of the Chamber of Representatives of Belgium,Tania De Jonge,Q91117745,2020-03-17,,female,1969,,,
member of the Chamber of Representatives of Belgium,Vicky Reynaert,Q99860152,2020-09-17,,female,1985-02-04,,,
member of the Chamber of Representatives of Belgium,Guillaume Defossé,Q100604730,2020-10-01,,male,1985-11-29,,Guillaume Defossé.jpg,
member of the Chamber of Representatives of Belgium,Daniel Bacquelaine,Q2949528,2020-10-01,,male,1952-10-30,,"Daniel Bacquelaine, 2014-12-02 DB Wavre.jpg",Daniel Bacquelaine
member of the Chamber of Representatives of Belgium,Leslie Leoni,Q99887529,2020-10-01,,female,1981-05-04,,,
member of the Chamber of Representatives of Belgium,Cécile Cornet,Q99887577,2020-10-01,,female,1978-06-13,,,
member of the Chamber of Representatives of Belgium,Jasper Pillen,Q99937784,2020-10-01,,male,1984,,,
member of the Chamber of Representatives of Belgium,Chanelle Bonaventure,Q107466577,2021-07-01,,female,1991-07-05,,,
member of the Chamber of Representatives of Belgium,Mieke Claes,Q112844664,2022-06-30,,female,,,,
Senator of Belgium,Guy Lutgen,Q2187430,1964,2000,male,1936-04-19,2020-07-26,,Guy Lutgen
Senator of Belgium,Christine Cornet d'Elzius,Q2965904,1991,2003,female,1944-07-28,,,
Senator of Belgium,Magdeleine Willame-Boonen,Q3276708,1995,2003,female,1940-10-30,2021-05-17,,Magdeleine Willame-Boonen
Senator of Belgium,Jean-Luc Dehaene,Q15056,1999,2001,male,1940-08-07,2014-05-15,Jean-Luc Dehaene (speech).jpg,Jean-Luc Dehaene
Senator of Belgium,Luc Van den Brande,Q15991,1999,2009,male,1945-10-13,,Luc van den Brande.jpg,Luc Van den Brande
Senator of Belgium,Marie Nagy,Q2674733,1999,2003,female,1957-07-28,,,
Senator of Belgium,Chokri Mahassine,Q2964383,1999,2001,male,1960-03-16,,,
Senator of Belgium,Josy Dubié,Q3186126,1999,2003,male,1940-02-11,,Josy Dubié.jpg,Josy Dubié
Senator of Belgium,Nathalie de T'Serclaes,Q3336691,1999,2007,female,1949-07-27,,,
Senator of Belgium,Philippe Bodson,Q3379373,1999,2003,male,1944-11-02,2020-04-04,,Philippe Bodson
Senator of Belgium,Jacky Morael,Q375461,1999,2003,male,1959-11-26,2016-12-06,Jacky morael 2007.jpg,Jacky Morael
Senator of Belgium,Anne-Marie Lizin,Q467291,1999,2010,female,1949-01-05,2015-10-17,Anne Marie Lizin au Sénat.jpg,Anne-Marie Lizin
Senator of Belgium,Vincent Van Quickenborne,Q549887,1999,2003,male,1973-08-01,,Vincent Van Quickenborne - Annual Meeting of the New Champions Dalian 2009.jpg,Vincent Van Quickenborne
Senator of Belgium,Louis Tobback,Q928374,1999,2003,male,1938-05-03,,Louis Tobback - Filip Naudts.jpg,Louis Tobback
Senator of Belgium,Georges Dallemagne,Q3102539,1999-06-13,2003-05-18,male,1958-01-17,,Georges Dallemagne 20171109.jpg,Georges Dallemagne
Senator of Belgium,Yves Buysse,Q3573534,2001,2014,male,1968-09-03,,,Yves Buysse
Senator of Belgium,Frank Vanhecke,Q1444382,2003,2004,male,1959-05-30,,Frank Vanhecke.jpg,Frank Vanhecke
Senator of Belgium,Anke Van dermeersch,Q2525937,2003,2014,female,1972-10-27,,Anke Van dermeersch (2016).jpg,Anke Van dermeersch
Senator of Belgium,Pierre Galand,Q3385121,2003,2007,male,1940-07-28,,Pierre Galand (2013).jpeg,
Senator of Belgium,Guy Verhofstadt,Q12978,2003-05-18,2003-07-12,male,1953-04-11,,Guy Verhofstadt June 2021.jpg,Guy Verhofstadt
Senator of Belgium,Vera Dua,Q275283,2007,2009,female,1952-10-25,,,Vera Dua
Senator of Belgium,Carine Russo,Q2938814,2007,2009-09-11,female,1962-05-01,,,Carine Russo
Senator of Belgium,Christophe Collignon,Q2966163,2007,2010,male,1969-07-21,,CHRISTOPHE-COLLIGNON1.jpg,Christophe Collignon
Senator of Belgium,Marleen Temmerman,Q340097,2007,2012,female,1953-03-24,,"Marleen Temmerman, Vlaamse gynaecologe, hoogleraar en politica.jpg",Marleen Temmerman
Senator of Belgium,Miet Smet,Q458095,2007,2009,female,1943-04-05,,Miet Smet 2009.jpg,Miet Smet
Senator of Belgium,Anne Delvaux,Q460714,2007,2009,female,1970-10-20,,,Anne Delvaux
Senator of Belgium,Roland Duchâtelet,Q728900,2007,2010-06,male,1946-11-14,,Roland duchatelet-1556198100 (cropped).jpg,Roland Duchâtelet
Senator of Belgium,Johan Vande Lanotte,Q946183,2007,2011,male,1955-07-06,,Johan-vande-lanotte-1338926669.jpg,Johan Vande Lanotte
Senator of Belgium,Guy Verhofstadt,Q12978,2007-06-10,2007-12-21,male,1953-04-11,,Guy Verhofstadt June 2021.jpg,Guy Verhofstadt
Senator of Belgium,Yves Leterme,Q12981,2007-06-10,2007-12-21,male,1960-10-06,,Yves Leterme.jpg,Yves Leterme
Senator of Belgium,Helga Stevens,Q2359620,2007-07-05,2009-06-06,female,1968-08-09,,Helga Stevens - English part- Citizens’ Corner debate on EU policies for asylum seekers and immigrants (18866622828) (cropped).jpg,Helga Stevens
Senator of Belgium,Georges Dallemagne,Q3102539,2007-07-12,2008-03-20,male,1958-01-17,,Georges Dallemagne 20171109.jpg,Georges Dallemagne
Senator of Belgium,Yves Leterme,Q12981,2008,2009,male,1960-10-06,,Yves Leterme.jpg,Yves Leterme
Senator of Belgium,John Crombez,Q2234719,2009,2010,male,1973-09-19,,John-crombez-1432721230.jpg,John Crombez
Senator of Belgium,Bart Tommelein,Q2701515,2009,2013,male,1962-05-04,,"Collins Nweke and Bart Tommelein, 2012.jpg",Bart Tommelein
Senator of Belgium,Helga Stevens,Q2359620,2009-06-07,2010-05-06,female,1968-08-09,,Helga Stevens - English part- Citizens’ Corner debate on EU policies for asylum seekers and immigrants (18866622828) (cropped).jpg,Helga Stevens
Senator of Belgium,Zakia Khattabi,Q3574660,2009-10-14,2014,female,1976-01-15,,Zakia Khattabi et Patrick Dupriez - débat élection coprésidence Écolo - Charleroi mars 2015 - 1.jpg,Zakia Khattabi
Senator of Belgium,Rik Daems,Q1382799,2010,2014,male,1959-08-18,,2021 Rik Daems.jpg,Rik Daems
Senator of Belgium,Jacques Brotchi,Q1677920,2010,2014,male,1942-08-11,,,Jacques Brotchi
Senator of Belgium,Frank Vandenbroucke,Q186931,2010,2011,male,1955-10-21,,Frank Vandenbroucke 1 mei Leuven.jpg,Frank Vandenbroucke (politician)
Senator of Belgium,Bert Anciaux,Q2746986,2010,2014,male,1959-09-11,,Bert Anciaux (1261992492).jpg,Bert Anciaux
Senator of Belgium,Jacky Morael,Q375461,2010,2014,male,1959-11-26,2016-12-06,Jacky morael 2007.jpg,Jacky Morael
Senator of Belgium,Marie Arena,Q457117,2010,2014,female,1966-12-17,,Marie Arena - Citizens’ Corner debate on European Citizens’ Initiatives- Time for ECI review? (30214109881).jpg,Marie Arena
Senator of Belgium,Paul Magnette,Q1341556,2010-07-06,2011-12-05,male,1971-06-28,,Paul Magnette.jpg,Paul Magnette
Senator of Belgium,Gérard Deprez,Q1399098,2010-07-06,2014-04-24,male,1943-08-13,,Gerard DEPREZ (16039228164).jpg,Gérard Deprez
Senator of Belgium,Claudia Niessen,Q2978419,2010-07-06,2012-12-21,female,1979-04-21,,Claudia Niessen.jpg,
Senator of Belgium,Alexander De Croo,Q476596,2010-07-06,2012-10-25,male,1975-11-03,,First Minister Nicola Sturgeon meets with the Prime Minister of Belgium Alexander De Croo at COP26. (51650292908) (cropped).jpg,Alexander De Croo
Senator of Belgium,Lieve Maes,Q781578,2010-07-06,2014-05-25,female,1960-05-12,,,Lieve Maes
Senator of Belgium,Liesbeth Homans,Q2012165,2010-07-13,2012,female,1973-02-17,,Liesbeth-homans-1369839691 (cropped).jpg,Liesbeth Homans
Senator of Belgium,Helga Stevens,Q2359620,2010-07-13,2014-05-24,female,1968-08-09,,Helga Stevens - English part- Citizens’ Corner debate on EU policies for asylum seekers and immigrants (18866622828) (cropped).jpg,Helga Stevens
Senator of Belgium,Guido De Padt,Q936465,2010-07-20,2014,male,1954-05-23,,Guido De Padt2.jpg,Guido De Padt
Senator of Belgium,Dalila Douifi,Q726712,2011-12-06,2014-05-25,female,1970-02-17,,,
Senator of Belgium,Paul Magnette,Q1341556,2013-01-17,2014-04-28,male,1971-06-28,,Paul Magnette.jpg,Paul Magnette
Senator of Belgium,Cathy Coudyser,Q13457850,2014,2019,female,1969-12-14,,Cathy Coudyser.jpg,Cathy Coudyser
Senator of Belgium,Rik Daems,Q1382799,2014,2019,male,1959-08-18,,2021 Rik Daems.jpg,Rik Daems
Senator of Belgium,Alexander Miesen,Q14900115,2014,2016,male,1983-03-16,,Alexander Miesen.jpg,
Senator of Belgium,Latifa Gahouchi,Q16269692,2014,2019,female,1961-02-26,,Latifa Gahouchi.jpg,
Senator of Belgium,Katia Segers,Q17300296,2014,2019,female,1967-06-11,,Katia Segers - 2019.jpg,
Senator of Belgium,Lionel Bajart,Q17350455,2014,2019,male,1979-05-14,,,
Senator of Belgium,Rob Beenders,Q17350460,2014,2019,male,1979-04-26,,,
Senator of Belgium,Yves Evrard,Q17350569,2014,2019,male,1969-03-19,,,
Senator of Belgium,Andries Gryffroy,Q17350628,2014,,male,1963-03-12,,,Andries Gryffroy
Senator of Belgium,Andries Gryffroy,Q17350628,2014,2019,male,1963-03-12,,,Andries Gryffroy
Senator of Belgium,Anne Lambelin,Q17350716,2014,2019,female,1987-12-19,,,
Senator of Belgium,Patrick Prévot,Q17350856,2014,2019,male,1983-04-21,,Patrick.Prévot.jpg,
Senator of Belgium,Freya Saeys,Q17350904,2014,2019,female,1984-01-31,,Freya saeys-1453217916.jpg,
Senator of Belgium,Simone Susskind,Q17350952,2014,2019,female,1947-10-19,,,
Senator of Belgium,Peter Wouters,Q17351019,2014,2019,male,1967-03-22,,Peter Wouters - 2018.jpg,
Senator of Belgium,Petra De Sutter,Q17428148,2014,2019,female,1963-06-10,,Petra de Sutter at ILGA conference 2018 Political Town Hall 06 (cropped).jpg,Petra De Sutter
Senator of Belgium,François Desquesnes,Q17485917,2014,2019,male,1971-05-03,,,
Senator of Belgium,Joris Poschet,Q17497023,2014,2019,male,1983-03-14,,Joris-poschet-1416413136.jpg,
Senator of Belgium,Véronique Waroux,Q17497107,2014,2019,female,1969-04-08,,Véronique Waroux.jpg,
Senator of Belgium,Jan Becaus,Q1847284,2014,2019,male,1948-07-18,,,Jan Becaus
Senator of Belgium,Karl Vanlouwe,Q1859093,2014,,male,1970-10-22,,Karl Vanlouwe - 2019.jpg,Karl Vanlouwe
Senator of Belgium,Karl Vanlouwe,Q1859093,2014,2019,male,1970-10-22,,Karl Vanlouwe - 2019.jpg,Karl Vanlouwe
Senator of Belgium,Danielle Godderis-T'Jonck,Q1870899,2014,2019,female,1955-03-18,,Danielle godderistjonck-1522509920.jpg,Danielle Godderis-T'Jonck
Senator of Belgium,Christiane Vienne,Q2001536,2014,2019,female,1951-01-18,,,Christiane Vienne
Senator of Belgium,Willem-Frederik Schiltz,Q2052744,2014,2019,male,1979-06-22,,,Willem-Frederik Schiltz
Senator of Belgium,Pol Van Den Driessche,Q2146082,2014,2019,male,1959-06-22,,Pol Van Den Driessche 2008.jpg,Pol Van Den Driessche
Senator of Belgium,Christophe Bastin,Q2161153,2014,2019,male,1968-12-29,,,
Senator of Belgium,Anne Barzin,Q2196971,2014,2019,female,1975-08-18,,,
Senator of Belgium,Güler Turan,Q2283161,2014,2019,female,1975-02-01,,Güler Turan als schepen in actie.jpg,
Senator of Belgium,Sabine de Bethune,Q2325582,2014,2019,female,1958-07-16,,,Sabine de Bethune
Senator of Belgium,Elisabeth Meuleman,Q2400854,2014,2019,female,1975-09-03,,Elisabeth Meuleman Vlaams Parlement.png,
Senator of Belgium,Anke Van dermeersch,Q2525937,2014,,female,1972-10-27,,Anke Van dermeersch (2016).jpg,Anke Van dermeersch
Senator of Belgium,Anke Van dermeersch,Q2525937,2014,2019,female,1972-10-27,,Anke Van dermeersch (2016).jpg,Anke Van dermeersch
Senator of Belgium,Karin Brouwers,Q2541828,2014,2019,female,1964-07-27,,Karin Brouwers - 2019.jpg,
Senator of Belgium,Miranda Van Eetvelde,Q2551468,2014,2019,female,1959-09-24,,,Miranda Van Eetvelde
Senator of Belgium,Johan Verstreken,Q2620291,2014,2019,male,1964-06-11,,"Johan Verstreken (De Eregalerij, 2013-02-07).jpg",Johan Verstreken
Senator of Belgium,Lode Vereeck,Q2705463,2014,2019,male,1965-01-23,,Lode Vereeck.jpg,
Senator of Belgium,Guy D'haeseleer,Q2738899,2014,,male,1969-03-12,,Guy dhaeseleer -1618063506.jpeg,Guy D'haeseleer
Senator of Belgium,Guy D'haeseleer,Q2738899,2014,2019,male,1969-03-12,,Guy dhaeseleer -1618063506.jpeg,Guy D'haeseleer
Senator of Belgium,Annemie Maes,Q2749041,2014,2019,female,1966-08-27,,Annemie Maes ecologist.jpg,
Senator of Belgium,Brigitte Grouwels,Q2801990,2014,2019,female,1953-05-30,,Flickr - europeanpeoplesparty - Brussels Forum 23 November 2005 (20).jpg,
Senator of Belgium,Alain Destexhe,Q2829738,2014,2019,male,1958-06-19,,,Alain Destexhe
Senator of Belgium,Bart Van Malderen,Q2885876,2014,2019,male,1973-11-17,,Bart van malderen-1455959512.JPG,
Senator of Belgium,Bertin Mampaka Mankamba,Q2899378,2014,2019,male,1957-04-06,,BertinMampaka-powerpoint(petit).jpg,
Senator of Belgium,Christie Morreale,Q2965845,2014,2019,female,1977-06-14,,,
Senator of Belgium,Christine Defraigne,Q2965912,2014,2019,female,1962-04-29,,Christine Defraigne - February 2015 (cropped).jpg,Christine Defraigne
Senator of Belgium,Cécile Thibaut,Q3009792,2014,2019,female,1967-03-22,,,
Senator of Belgium,Peter Van Rompuy,Q3140213,2014,,male,1980-03-05,,Peter Van Rompuy - 2019.jpg,Peter Van Rompuy
Senator of Belgium,Peter Van Rompuy,Q3140213,2014,2019,male,1980-03-05,,Peter Van Rompuy - 2019.jpg,Peter Van Rompuy
Senator of Belgium,Jean-Paul Wahl,Q3168714,2014,2019,male,1955-11-17,,Jean-Paul WAHL.jpg,
Senator of Belgium,Wilfried Vandaele,Q3289954,2014,2018,male,1959-06-05,,Wilfried Vandaele - 2019.jpg,Wilfried Vandaele
Senator of Belgium,Nadia El Yousfi,Q3334868,2014,,female,1965-02-01,,,
Senator of Belgium,Nadia El Yousfi,Q3334868,2014,2019,female,1965-02-01,,,
Senator of Belgium,Olivier Destrebecq,Q3350975,2014,2019,male,1965-03-21,,OlivierDestrebecq.jpg,
Senator of Belgium,Philippe Henry,Q3380006,2014,2019,male,1971-04-23,,,Philippe Henry
Senator of Belgium,Olga Zrihen,Q638115,2014,2019,female,1953-01-10,,Olga Zrihen (2016).jpeg,Olga Zrihen
Senator of Belgium,Jan Peumans,Q951432,2014,2019,male,1951-01-06,,(Jan Peumans) Latvijā viesojas Beļģijas Karalistes Flandrijas reģiona parlamenta priekšsēdētājs.jpg,Jan Peumans
Senator of Belgium,Jan Van Esbroeck,Q968689,2014,2019,male,1968-09-30,,,Jan Van Esbroeck
Senator of Belgium,Hélène Ryckmans,Q17497048,2014-03-07,2019-05-25,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Senator of Belgium,Jacques Brotchi,Q1677920,2014-07-03,2019,male,1942-08-11,,,Jacques Brotchi
Senator of Belgium,Ben Weyts,Q2271035,2014-07-03,2014-07-25,male,1970-11-12,,Informal Meeting of EU Tourism Ministers Handshake (40238420081) (cropped).jpg,Ben Weyts
Senator of Belgium,Christophe Lacroix,Q2966321,2014-07-10,2014-07-22,male,1966-12-22,,Prestation de serment tribune.jpg,
Senator of Belgium,Christophe Lacroix,Q2966321,2017-09-01,2019,male,1966-12-22,,Prestation de serment tribune.jpg,
Senator of Belgium,Philippe Dodrimont,Q3379741,2018,2019,male,1964-06-01,,Philippe Dodrimont.jpg,
Senator of Belgium,Alexander Miesen,Q14900115,2019,2022,male,1983-03-16,,Alexander Miesen.jpg,
Senator of Belgium,Karin Brouwers,Q2541828,2019,,female,1964-07-27,,Karin Brouwers - 2019.jpg,
Senator of Belgium,Jean-Paul Wahl,Q3168714,2019,,male,1955-11-17,,Jean-Paul WAHL.jpg,
Senator of Belgium,Orry Van de Wauwer,Q33251572,2019-01-11,,male,1988-03-01,,,
Senator of Belgium,Orry Van de Wauwer,Q33251572,2019-01-11,2019,male,1988-03-01,,,
Senator of Belgium,Nadia Sminate,Q678436,2019-01-11,,female,1981-12-29,,Nadia sminate-1517993058.JPG,Nadia Sminate
Senator of Belgium,Nadia Sminate,Q678436,2019-01-11,2019,female,1981-12-29,,Nadia sminate-1517993058.JPG,Nadia Sminate
Senator of Belgium,Hélène Ryckmans,Q17497048,2019-04-07,,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Senator of Belgium,Katia Segers,Q17300296,2019-05,,female,1967-06-11,,Katia Segers - 2019.jpg,
Senator of Belgium,Willem-Frederik Schiltz,Q2052744,2019-05,,male,1979-06-22,,,Willem-Frederik Schiltz
Senator of Belgium,Sabine de Bethune,Q2325582,2019-05,,female,1958-07-16,,,Sabine de Bethune
Senator of Belgium,Martine Fournier,Q2371057,2019-05,,female,1965-06-29,,Martine Fournier - 2019.jpg,
Senator of Belgium,Stijn Bex,Q2734646,2019-05,,male,1976-06-15,,Stijn Bex 2.jpg,
Senator of Belgium,Carina Van Cauter,Q2938795,2019-05,,female,1962-06-27,,Carina-van-tittelboom-van-cauter-1359732140.jpg,Carina Van Cauter
